"","s_name","norm_min","norm_median","norm_99","norm_90","norm_70","norm_base","norm_Qsum","norm_BFI","norm_mincv","norm_mediancv","norm_99cv","norm_90cv","norm_70cv","norm_basecv","norm_Qsumcv","norm_BFIcv","nonlog_mincv","nonlog_mediancv","nonlog_99cv","nonlog_90cv","nonlog_70cv","nonlog_basecv","nonlog_Qsumcv","nonlog_BFIcv"
"1",1645704,0.287000670631615,0.800619819074313,0.287304201677435,0.629532752999133,0.786347740443707,0.682707384737703,0.870593374550325,0.103292342957811,2.8669170796915,0.461332969285985,3.10625171147598,0.449039173261203,0.358645033299457,0.442793524901029,0.712460695975739,3.61695931025697,0.504336477540419,0.232072880775966,0.438685174100897,0.296477965501559,0.227829387815479,0.211412069734118,0.289006192735276,0.182819228925405
"2",1645762,0.239338035172643,0.686110816160076,0.207613957776149,0.273129089704248,0.55711211031881,0.720722860468608,0.0124622297856051,0.938967582412955,1.30650348673207,0.736237863632897,1.55281014488612,1.45080658715956,0.660784834392739,0.570014651436049,53.6414563678205,0.477361685573805,0.406851252629255,0.302283272792299,0.395125710439289,0.434783509730501,0.283604036851838,0.265213321214736,0.317904992678976,0.220528560200168
"3",1646000,0.388991185618312,0.632232963674457,0.381238156033501,0.553270294315811,0.695956338962594,0.595798553610858,0.26045048558393,0.547224841358212,1.11544268568659,0.680559374183246,1.18657604520477,0.689085212613729,0.487281524890007,0.644899867764919,1.79145490526645,0.670404254672723,0.641218159622238,0.266541021596619,0.589174857852024,0.415905144453898,0.277480726383044,0.265923195468191,0.216006169565512,0.172702287184538
"4",1654000,-0.328687831913201,-0.0436129117144404,-0.338141234565527,-0.0956585226400556,0.00919999679620507,-0.139109724044574,0.643500571688151,-0.772506276809644,-3.09074638083023,-9.683128323494,-2.95566702126134,-5.03299335782975,40.3764585846333,-2.77730186345216,0.767706918187774,-0.682499175175304,0.85349926340442,0.246581798291659,0.781788522907878,0.531033977787012,0.300526580421863,0.254948182539778,0.22436956517005,0.257582226906554
"5",2085000,-0.48722683349353,-0.881680933926217,-0.408158593939521,-0.748947907293608,-1.1170216139389,-0.792376294559109,-1.19442453390875,0.0485336013389877,-0.946758609311924,-0.957385581817321,-1.06316617445135,-0.550846917258035,-0.620670372117509,-0.948201528406574,-0.84432164705378,9.28309950759163,0.639678827950252,0.463998891091811,0.521687404041554,0.451902591372897,0.601419719763349,0.422541096717292,0.419917315274909,0.211503526306578
"6",2085500,-1.68500602657294,-0.772617971198424,-1.72163952676174,-1.50150748715078,-1.09779259519818,-0.665844549775214,-0.868708973594639,-0.0827813021049889,-0.674102868973514,-1.04436875159241,-0.681817217367425,-0.710979615100375,-0.840765097242049,-1.06449925655476,-1.14616825643444,-6.6749527112955,1.4075767816873,0.432317527762659,1.40532241830222,1.01490499184993,0.627745363284997,0.406458518927358,0.405472495261171,0.261205729717772
"7",2086849,1.3856405612319,1.22590391919152,1.42184811352409,1.46416246533839,1.34413043537379,1.32920962462024,1.30988879911559,0.553659810793488,0.0699154309488595,0.203586899672879,0.0505132035857526,0.0513416447915356,0.114675307797535,0.14824750771634,0.389069218355923,0.57491710758541,0.167777989400349,0.153359437352467,0.11492567216965,0.085902250357032,0.119223678260299,0.125830939626859,0.237669780102299,0.155584458649099
"8",2087580,-0.898371075241091,-0.826266505498879,-0.961335177026892,-1.07400269280468,-1.05930677916431,-1.22985299167818,-0.025444318357516,-1.59844413958737,-0.585894400303913,-0.763670456738178,-0.636361206011435,-0.76991946636833,-0.686233330273003,-0.542121897356348,-22.6824603085419,-0.414961202838625,0.749143911149395,0.417028134335619,0.73896879019384,0.55494455994556,0.655222760290389,0.42489867861939,0.255703151403268,0.288261355384368
"9",2088000,0.59300366294689,0.507010009583602,0.569829475779551,0.409555569356045,0.372290812454271,0.473608382807763,-0.0941652815100329,0.710720422727954,0.364837218311131,0.77829523274027,0.357398528692195,0.685899316463427,1.05237795101805,0.770666868509204,-7.6159401000434,0.532157479625259,0.368615336301551,0.236629150694512,0.349044344743332,0.366799550465739,0.320155371306292,0.233708892890023,0.293194840783532,0.190387187531523
"10",2093800,0.562170329425201,0.435051914796427,0.517759860707222,0.448942228434907,0.529471124527247,0.509753297853516,-0.366825467777139,1.00797995951735,0.742471733153949,0.854528346153073,0.828780501841402,1.012602864407,0.634935244828295,0.684739060578675,-1.67685172091743,0.369407592580159,0.633681628391678,0.223812638839401,0.615403409609715,0.425186046808814,0.249039378331171,0.219154862836952,0.282580002695629,0.185205084854429
"11",2094659,-0.148148986397746,-0.59392240298064,-0.0983758700816712,-0.142648274770264,-0.397796372439128,-0.699902885736504,0.694627748396631,-1.55879450080269,-2.12912777657184,-0.644183849733428,-2.92860650587657,-2.46141859995671,-0.942405802823508,-0.579867604207787,0.672316073273503,-0.288474223687483,0.595937147813354,0.221495591588763,0.439564121816638,0.386071088883688,0.278765393197318,0.259628107638793,0.224797354320543,0.234369245927618
"12",2095181,-0.0769014260982595,-0.473069557059297,-0.153683353033704,-0.169936896315968,-0.361751476260615,-0.570750847860511,0.171604605884935,-0.909705739567588,-7.98486006811523,-0.972623260230605,-4.26446971178894,-3.60763999276077,-1.46000713164638,-0.845384171202242,2.52613389881905,-0.507907590004877,0.779929973265611,0.252257499528269,0.773362567370593,0.601236462952213,0.375749286584072,0.296899456886697,0.19595520937224,0.22410909836351
"13",2097280,-1.42419023428282,-0.893349985009496,-1.41055567533547,-1.61065693194852,-1.17177542170834,-1.23649490924997,0.218878696521392,-1.83085949356764,-0.549101474773572,-0.648449698368144,-0.656657670684256,-0.858555111736694,-0.498399677478453,-0.496291548816425,3.52608237137742,-0.279298502824414,1.18223984759615,0.359348362666939,0.995576604891613,0.786983971162185,0.522664952200949,0.354367221909504,0.356278810812787,0.266400334225148
"14",2097517,0.830298937322654,0.136229526297655,0.806352798965269,0.68899194900324,0.364293185761561,0.329921599020117,-0.588875826130157,0.974114568725889,0.167949980156625,3.86865357384995,0.175630682001688,0.264730332026558,0.940001335262994,1.25559309408326,-1.413344216384,0.398869739769402,0.25494997365393,0.4002177803556,0.25095613677237,0.256431566164783,0.352425530850005,0.308165227339976,0.409895888790574,0.197406433493816
"15",2146110,-0.277349003928757,-0.892124523652405,-0.313717305442539,-0.771418187718938,-0.918666865859246,-0.748334215051785,-0.533256680445365,-0.498633849380519,-2.03602154531498,-1.09106799216016,-1.90044414158041,-0.963459692226652,-0.849686693139935,-0.99327854329766,-1.36417951333766,-1.11984191083495,0.830361373754861,0.444691585877949,0.762299076336424,0.646878554088596,0.462705289301039,0.408219747779257,0.330725794205762,0.231853306814225
"16",2146409,0.876394641181383,0.151264298613152,0.840271092121377,0.709363567011567,0.440300100851255,0.281304507898563,1.01641715277752,-0.559503823890795,0.128172650609903,2.02057829370251,0.149998026452218,0.221447879697498,0.565356007144166,0.931190722444129,0.419279560238939,-0.579746082350557,0.200482845439758,0.199112037380358,0.212194729148529,0.183282313240208,0.195446426947027,0.177106561060652,0.203792804439922,0.166274998288447
"17",2146470,-0.402245588622008,-0.775827343917887,-0.425367625007696,-0.29932664755092,-0.584089975745414,-0.721071604964188,0.0757699475194232,-1.02019654060761,-1.79003487803125,-0.709002392798233,-1.91557983495648,-1.18932078326223,-0.616039959409917,-0.594368308033131,7.17712472910369,-0.35921023416286,0.826179602023241,0.315659062105695,0.720243138778564,0.402698930443883,0.249144151696509,0.262012021091448,0.266084516738517,0.183998556580972
"18",2146562,-1.07714154532016,-0.868117555077173,-0.99547919512173,-0.870723353631308,-0.825647592688116,-1.08638889345021,-0.130853681320472,-1.31277295277783,-0.788448399863747,-0.52151373683552,-0.939272494197926,-1.11120859278151,-0.644334526540303,-0.468436648024986,-4.49418413249105,-0.457633751022821,1.18017816634567,0.291123280221888,0.913456370507934,0.691863799716028,0.363447825262754,0.335775761672168,0.313087603278802,0.305081313682556
"19",2146700,-0.434612486262421,-1.05854090021465,-0.411626153095898,-0.560793514014155,-0.884666101110267,-1.16439662048898,0.174975867905377,-1.6955983104974,-1.49672855795009,-0.359422734093768,-1.50130749681174,-0.735213090608095,-0.559219978120998,-0.361307098494901,2.94357944807376,-0.284398123707347,0.697497709662423,0.232650765409945,0.672948145883904,0.555647229847852,0.354026010564124,0.284112872275806,0.257465729213733,0.251555182169875
"20",2160326,1.37587076180115,1.63433183754064,1.36391623175403,1.45549935385081,1.56865496997222,1.6939788919823,0.873780706103909,1.43388006401429,0.13701603426055,0.277345093273688,0.140645971491977,0.190692138492095,0.259195492342862,0.238880460658764,0.737759366036105,0.0783098414244337,0.3407857290679,0.270264134308541,0.323766660897038,0.337075885051583,0.307745597161408,0.267898941532946,0.29674007788588,0.0566939572421185
"21",2160381,0.496938512316751,0.535827680139567,0.519003733000547,0.586000447012005,0.629170286736418,0.621866426371921,-0.287569701389039,1.08326513481148,1.27215336533542,1.09756778303869,1.25247164026876,1.02682765375052,0.836553036961038,0.901097325594848,-3.05612903336081,0.242379556318954,0.726623422129924,0.326798677560365,0.682606635463048,0.541711019896392,0.361063768826549,0.344081853960876,0.375627000677845,0.131893513750476
"22",2164000,1.10932257984251,1.2728739952167,1.07909587370267,1.14386229713559,1.2420207725197,1.30313620907,0.705128397617422,1.07288525526367,0.239673701927808,0.394229065066917,0.252061403675863,0.324062948208121,0.389219189936676,0.356897648062393,0.976649885645306,0.152794217774919,0.458507221673786,0.294801806960878,0.445143085358205,0.411007710470622,0.347333742604577,0.299929927338761,0.302899771539475,0.0799831625982351
"23",2165200,0.03113399667892,0.282026185170281,0.0194303056677539,0.118893874534111,0.283798716230061,0.408270181419661,-0.782734102055983,1.2548891703804,27.8729990083578,2.56958058897146,45.640408202661,7.8600012721009,2.37256513193642,1.48892977809791,-1.22506623838385,0.188331080290188,0.933867890126156,0.381008287331964,0.85763943989474,0.658590175865248,0.422042267724009,0.367765940523644,0.423408894784284,0.123242563419582
"24",2186000,1.16894814267921,1.52291726373979,1.14795709095789,1.27889170089149,1.45084647295205,1.62444677583022,0.588079104586577,1.60372770075066,0.302973000758669,0.413488038279233,0.312724777913041,0.326519922469055,0.39382960738318,0.360875719203927,1.40290159421218,0.0853949197874493,0.663002605301706,0.375475167858987,0.64121760696369,0.503533549351132,0.446636777136349,0.389970624406544,0.375715450443556,0.0697878426933263
"25",2203831,0.836048564419488,0.550244586707334,0.78093932592503,0.757797989475438,0.694016129070761,0.594250193635948,0.101816693736919,0.690398917298048,0.185248209639396,0.620392582716591,0.223475418188998,0.205320902715691,0.330419338115144,0.562579208132522,4.8880415884979,0.360416730781758,0.270087716160107,0.216729804240127,0.287044594002584,0.171714933183478,0.182385151794845,0.239474622987181,0.270737378555944,0.125243972266306
"26",2203863,0.935270673464563,0.821318763686348,0.899303042500575,0.883074332737107,0.914394001979246,0.858018860011321,0.405388117062807,0.760321515244352,0.366186478012084,0.561199418255075,0.399817334602962,0.385377316822373,0.416185117358493,0.522592074384254,1.38243836999326,0.355236043857515,0.436402072576362,0.245529881737388,0.436917143227153,0.339309350886561,0.248534434207616,0.270207200737096,0.247487491371479,0.138175048945392
